Nome Completo;Nome Urna;Cargo;Número;Partido
TARSO LUIZ FURTADO GOUVEIA;TARSO GOUVEIA;Deputado Estadual;15914;MDB
EDMILSON ALVES DA SILVA;TATICA NEGÂO TRANSPORTE;Deputado Estadual;51008;PATRIOTA
MANOEL CORREA DA FONSECA NETO;TECO FONSECA;Deputado Estadual;30008;NOVO
TELMA MARIA CARDIA;TELMA CARDIA;Deputado Estadual;77771;SOLIDARIEDADE
TELMA SANDRA AUGUSTO DE SOUZA;TELMA DE SOUZA;Deputado Estadual;13004;PT
JOSE FERNANDES DE LIRA JUNIOR;TEN CORONEL LIRA JUNIOR;Deputado Estadual;22522;PL
ADILSON RIBEIRO;TENENTE ADILSON RIBEIRO;Deputado Estadual;20820;PSC
FLAVIO GONÇALVES DA COSTA;TENENTE BAHIA;Deputado Estadual;22900;PL
GIOVANNI BARBIERATTO;TENENTE BARBIERATTO;Deputado Estadual;22330;PL
EDYMAR BUENO;TENENTE BUENO;Deputado Estadual;11911;PP
MATHEUS COIMBRA MARTINS DE AGUIAR;TENENTE COIMBRA;Deputado Estadual;22444;PL
JOSE CARLOS FERNANDES;TENENTE FERNADES;Deputado Estadual;22762;PL
JOSÉ CARLOS FURIOSO;TENENTE FURIOSO;Deputado Estadual;20320;PSC
MANOEL BARBOSA DO NASCIMENTO;TENENTE NASCIMENTO;Deputado Estadual;10777;REPUBLICANOS
ROGÉRIO DA SILVA SANTOS;TENENTE ROGÉRIO SILVA;Deputado Estadual;22338;PL
PAULO ROBERTO TORRES GALINDO;TENENTE TORRES;Deputado Estadual;14457;PTB
TERESINHA GERALDO LISBÔA;TERÊ DA SORTE;Deputado Estadual;70666;AVANTE
TEREZINHA DE AQUINO;TEREZA AQUINO;Deputado Estadual;55116;PSD
TEREZINHA DE JESUS NOGUEIRA;TEREZA DO BILL;Deputado Estadual;10026;REPUBLICANOS
THAINARA KAROLINE FARIA;THAINARA FARIA;Deputado Estadual;13016;PT
THAISE CARVALHO MIRANDA;THAÍSE MIRANDA;Deputado Estadual;35522;PMB
THAISE BEZERRA PACHECO SANTOS;THAÍSE PACHECO;Deputado Estadual;13333;PT
THALITA DE ALMEIDA TAVARES;THALITA TAVARES;Deputado Estadual;50180;PSOL
THAMIRES DE OLIVEIRA DAMATTO;THAMIRES OLIVEIRA;Deputado Estadual;36212;AGIR
MALBA TANIA RODRIGUES ABRANTES COELHO GOMES;THANIA ABRANTES;Deputado Estadual;19444;PODE
TATIANA DE FREITAS SIVIERO;THATY DUDA;Deputado Estadual;19133;PODE
THIAGO REIS AURICCHIO;THIAGO AURICCHIO;Deputado Estadual;22343;PL
THIAGO ANTONIO BRIGANO;THIAGO BRIGANÓ;Deputado Estadual;10422;REPUBLICANOS
THIAGO VERONICO DE FREITAS;THIAGO DA MARANHÃO;Deputado Estadual;44140;UNIÃO
THIAGO RODRIGO MARTINS;THIAGO MARTINS;Deputado Estadual;43033;PV
THIAGO RODRIGO ROCHITI;THIAGO ROCHITI;Deputado Estadual;20700;PSC
THIAGO SANTOS ALVES DE SOUSA;THIAGO SANTOS;Deputado Estadual;22244;PL
THIAGO HENRIQUE MAIA SORATTO;THIAGO SORATTO;Deputado Estadual;13270;PT
THIAGO FERREIRA ZANI;THIAGO ZANI;Deputado Estadual;77890;SOLIDARIEDADE
THÍFANY FELIX GUIMARÃES;THÍFANY FÉLIX;Deputado Estadual;18181;REDE
VANIA MAIA DOS REIS;TIA VÃNIA;Deputado Estadual;70005;AVANTE
IZILDA DE LOURDES ALIPIO;TIA ZILDA;Deputado Estadual;20345;PSC
TIAGO MANOEL CAETANO;TIAGO CAETANO;Deputado Estadual;35019;PMB
TIAGO MANOEL CAETANO;TIAGO CAETANO;Deputado Estadual;35019;PMB
TIAGO DE OLIVEIRA SOUZA;TIAGO NENÊ;Deputado Estadual;20666;PSC
TIAGO MARTINS PERETTO;TIAGO PERETTO;Deputado Estadual;22013;PL
TIAGO ROCHA FERREIRA;TIAGO ROCHA;Deputado Estadual;30369;NOVO
SEBASTIÃO RAIMUNDO DE OLIVEIRA;TIÃO DO TÊNIS;Deputado Estadual;20201;PSC
OSVALDY MARTINS;TICÃO;Deputado Estadual;90200;PROS
JOÃO DA SILVA FILHO;TIMBA;Deputado Estadual;44789;UNIÃO
BENEDITO EDELCIO DA SILVA;TINHO SILVA;Deputado Estadual;35432;PMB
ANDERSON RUGEL VAZ;TIO ANDERSON NEGRÃO;Deputado Estadual;20722;PSC
DONIZETE APARECIDO FERREIRA;TIO DONIZETE FERREIRA;Deputado Estadual;36999;AGIR
BRUNO VIEIRA MAIA;TODD TOMORROW;Deputado Estadual;50505;PSOL
CUSTODIA DE SOUZA RANGEL;TODYNHA;Deputado Estadual;19789;PODE
CLERISTON DOS SANTOS ARAÚJO;TOM ARAUJO;Deputado Estadual;40234;PSB
TOME ABDUCH;TOMÉ ABDUCH;Deputado Estadual;10550;REPUBLICANOS
ANTONIO CARLOS BOLGIONI;TONHÃO DO RESIDENCIAL EUROPA;Deputado Estadual;19778;PODE
ANTONIO LAURO CAMPANHA;TONINHO CAMPANHA;Deputado Estadual;40128;PSB
ANTONIO GENARO PEREIRA DA SILVA;TONINHO SILVA;Deputado Estadual;27133;DC
ANTONIO ALBERTO DOS REIS;TONINHO XUXA;Deputado Estadual;77510;SOLIDARIEDADE
ANTOINE BALADY;TONY BALA;Deputado Estadual;18717;REDE
BENEDITO TORRES BARRETO;TORRES;Deputado Estadual;11972;PP
TRACE CAROLINE DIAS DAS CHAGAS;TRACY MAESTER;Deputado Estadual;20141;PSC
ANTONIO CARLOS MUNHOZ;TUCA MUNHOZ;Deputado Estadual;18013;REDE
TIAGO BAUAB BEDANI;TUCO BAUAB;Deputado Estadual;11444;PP
ANTONIO FERNANDO PEREIRA;TUSTÃO GUARDIÃO DOS ANIMAIS;Deputado Estadual;12050;PDT
UBIRATAN SILVEIRA GARCIA;UBIRATAN GARCIA;Deputado Estadual;22600;PL
URIÃ FANCELLI BAUMGARTNER;URIÃ FANCELLI;Deputado Estadual;19020;PODE
SERGIO UZUM JUNIOR;UZUM;Deputado Estadual;70222;AVANTE
VAGNER FERNANDES DA SILVA;VAGNER FERNANDES;Deputado Estadual;10360;REPUBLICANOS
VALDETE GUEDES DE OLIVEIRA;VAL GUEDES;Deputado Estadual;22491;PL
VALDECIR SOUZA DOS SANTOS;VAL SOUZA;Deputado Estadual;10114;REPUBLICANOS
CLEBER VALADÃO ANTUNES;VALADÃO DO POVO;Deputado Estadual;35300;PMB
VALDIR DE ALVARENGA;VALDIR ALVARENGA;Deputado Estadual;77600;SOLIDARIEDADE
VALDOMIRO MARQUES;VALDOMIRO DO FÓRUM DE SAÚDE;Deputado Estadual;50099;PSOL
VALERIA DE CAMPOS BALBINO;VALERIA BALBINO;Deputado Estadual;20124;PSC
VALERIA CRISTINA RODRIGUES;VALERIA BERNARDO;Deputado Estadual;14422;PTB
VALERIA MULLER RAMOS BOLSONARO;VALERIA BOLSONARO;Deputado Estadual;22922;PL
VALÉRIA CLAYTON REZENDE DE LIMA;VALÉRIA REZENDE;Deputado Estadual;11225;PP
VALMIR ROSA;VALMIR ROSA;Deputado Estadual;23455;CIDADANIA
VALMIR FERREIRA VERAS;VALMIR VERAS;Deputado Estadual;36111;AGIR
VALQUIRO MARTINS BOMFIM;VALQUIRIO MARTINS;Deputado Estadual;77677;SOLIDARIEDADE
VALTER ALCÂNTARA ROSSI;VALTER ALCÂNTARA ROSSI;Deputado Estadual;35649;PMB
VANDERLEI BORGES DE CARVALHO;VANDERLEI;Deputado Estadual;45240;PSDB
JOSE VANDERLEI MACHADO;VANDERLEI MACHADO;Deputado Estadual;14100;PTB
FRANCISCO UELITON DE OLIVEIRA SOUZA;VANDO THOKA;Deputado Estadual;28788;PRTB
VANESSA GALLONI CARRERA;VANESSA GALLONI;Deputado Estadual;10010;REPUBLICANOS
VÂNIA LUIZ AMANCIO;VANIA AMANCIO;Deputado Estadual;28666;PRTB
VÂNIA FERREIRA DE FRANÇA;VÂNIA FRANÇA;Deputado Estadual;20028;PSC
VANICE IZAURA CAMARGO COSTA DA SILVA;VANICE CAMARGO;Deputado Estadual;19755;PODE
EVANDRO ANTONIO RAMOS TERRA VARONIL DE SOUSA;VARONIL;Deputado Estadual;20005;PSC
VASCO DA GAMA JUNIOR;VASQUINHO GAMA;Deputado Estadual;10722;REPUBLICANOS
ARAFETH ALI HUSSEIN NASREDDINE;VELHO BARREIRO;Deputado Estadual;51511;PATRIOTA
RODRIGO OTÁVIO SANTOS VELLASCO;VELLASCO;Deputado Estadual;11045;PP
EVERILDA XAVIER MOREIRA;VERA CABELEIREIRA;Deputado Estadual;27113;DC
VERA LUCIA RODRIGUES DE FARIA;VERA FARIA;Deputado Estadual;13331;PT
VERA LUCIA APARECIDA ALVES;VERA LOIRA;Deputado Estadual;36310;AGIR
VERA LUCIA MENDES DA SILVA;VERA MENDES;Deputado Estadual;55177;PSD
VERA APARECIDA ORTEGA DOS SANTOS;VERA ORTEGA;Deputado Estadual;11035;PP
VERA LUCIA SOVERAL DA SILVEIRA;VERA SOVERAL;Deputado Estadual;14041;PTB
VERA LUCIA DE SOUZA BUENO URBAN;VERA URBAN;Deputado Estadual;20234;PSC
VERÔNICA EVANGELISTA DOS SANTOS;VERONICA;Deputado Estadual;12443;PDT
VERONICA COSMO AMERICO;VERONICA AMERICO;Deputado Estadual;19115;PODE
VERONICA CRISTINA ADRIANO;VERONICA GÓIS;Deputado Estadual;10125;REPUBLICANOS
VICENTE FERNANDES CASCIONE;VICENTE CASCIONE;Deputado Estadual;22299;PL
AQUEVIRQUE ANTONIO NHOLLA;VICK;Deputado Estadual;44244;UNIÃO
VICTOR GUATELLI CAVALCANTE;VICTOR GUATELLI;Deputado Estadual;90600;PROS
VICTOR AUGUSTO LINS MENDES;VICTOR LINS;Deputado Estadual;18888;REDE
VICTOR HENRIQUE MARQUES;VICTOR MARQUES MJ OLIMPIO VIVE;Deputado Estadual;12000;PDT
JOSE CARLOS FERREIRA VILELA;VILELA;Deputado Estadual;22225;PL
JOSE VINICIUS CAMPOS AITH;VINICIUS AITH;Deputado Estadual;28000;PRTB
VINICIUS ALMEIDA CAMARINHA;VINICIUS CAMARINHA;Deputado Estadual;45789;PSDB
VINÍCIUS ROSA RODRIGUES;VINÍCIUS RODRIGUES;Deputado Estadual;50019;PSOL
DONATO DOS SANTOS SILVA;VIOLA;Deputado Estadual;70003;AVANTE
VIOLETA FILOMENA DACCACHE;VIOLETA DECCACHE;Deputado Estadual;14045;PTB
VITOR ALEXANDRE RODRIGUES;VITÃO DO CACHORRÃO;Deputado Estadual;10555;REPUBLICANOS
LEANDRA SOARES DOS SANTOS;VIÚVA LEANDRA;Deputado Estadual;33333;PMN
VIVIANE DOS SANTOS SILVA CASAMASSA;VIVI CASAMASSA;Deputado Estadual;44611;UNIÃO
VIVIAN FILETO MARTINS DOS SANTOS;VIVIAN FILETO;Deputado Estadual;35350;PMB
VIVIAN MAIRA DA SILVA MARCOS SOARES;VIVIAN SOARES;Deputado Estadual;10014;REPUBLICANOS
VIVIANE SOARES DE OLIVEIRA ALVES;VIVIANE ALVES;Deputado Estadual;44722;UNIÃO
VIVIANE DA SILVA FERNANDES DE LIMA;VIVIANE FERNANDES;Deputado Estadual;90901;PROS
VIVIANE ROBERTA MATIOLI;VIVIANE MATIOLI;Deputado Estadual;22045;PL
VLADIMIR CODINHOTO;VLADIMIR CODINHOTO;Deputado Estadual;19753;PODE
VLAMIR BERNARDES DA SILVA;VLAMIR BERNARDES;Deputado Estadual;10888;REPUBLICANOS
RENE VLADEMIR BLOTA JUNIOR;W. BLOTA JUNIOR;Deputado Estadual;45088;PSDB
WAGNER DE AVILA RIBEIRO;WAGNER ÁVILA;Deputado Estadual;20057;PSC
WAGNER BERNARDINO DA SILVA;WAGNER BERNARDINO;Deputado Estadual;10069;REPUBLICANOS
WAGNER DE BRITO TEIXEIRA;WAGNER BRITO;Deputado Estadual;30033;NOVO
WAGNER CIPRIANO ARAUJO;WAGNER CIPRIANO E A EDUCAÇÃO;Deputado Estadual;65555;PC do B
WAGNER IRINEU DA SILVA;WAGNER DA BANCA DE JORNAL;Deputado Estadual;90318;PROS
WAGNER CARDOSO DE OLIVEIRA;WAGNER OLIVEIRA DO GRAJAÚ;Deputado Estadual;33911;PMN
WAGNER SEQUIN;WAGUINHO ANIMAL;Deputado Estadual;55008;PSD
WALDENIR CHAGA FILHO;WALDENIR WARDÃO;Deputado Estadual;51020;PATRIOTA
WALKER ISAAC DE SOUSA;WALKER BOMBEIRO DA LIBRAS;Deputado Estadual;11193;PP
WALMIR CHARLEAUX BLANCO ESTEVES;WALMIR CHARLEAUX;Deputado Estadual;90889;PROS
WALNEY ARAUJO DA SILVEIRA;WALNEY ARAUJO;Deputado Estadual;70470;AVANTE
WALTER CAVEANHA;WALTER CAVEANHA;Deputado Estadual;70777;AVANTE
WALTER MARTINS JUNIOR;WALTER MARTINS JÚNIOR;Deputado Estadual;44888;UNIÃO
WALTER NOLA;WALTER NOLA;Deputado Estadual;28122;PRTB
WALTER RESENDE FILHO;WALTER RESENDE;Deputado Estadual;28800;PRTB
WALTER SANDRO PEREIRA DA SILVA;WALTER SANDRO;Deputado Estadual;35083;PMB
VANDERLEI NERES PEREIRA;WANDER DA GLORIA;Deputado Estadual;40010;PSB
WASHINGTON JOSE DA CRUZ;WASHINGTON DA FARMÁCIA;Deputado Estadual;14022;PTB
WELINGTON APARECIDO ALFREDO;WELINGTON FORMIGA;Deputado Estadual;20200;PSC
WELLISSON WESLEY CANDIDO PEIXOTO;WELL PEIXOTO;Deputado Estadual;90005;PROS
WELLINGTON WILLIAN DO NASCIMENTO SALES;WELLINGTON SALES;Deputado Estadual;11571;PP
WELLINGTON SANTOS DA SILVA DE JESUS;WELLINGTON SANTOS;Deputado Estadual;90086;PROS
WELLITON BEZERRA DA SILVA;WELLITON BEZERRA;Deputado Estadual;28023;PRTB
WILLDSON MENDES STAHN;WILL MANDATO VERDE COLETIVO;Deputado Estadual;43123;PV
WILLIAM CLEMENTE CORREA;WILLIAM GALLO;Deputado Estadual;77345;SOLIDARIEDADE
WILLIAM DE SOUZA PALMA BOARRETTO;WILLIAM PALMA;Deputado Estadual;35400;PMB
WILLIAM SILVEIRA MEDEIROS;WILLIAM SILVEIRA;Deputado Estadual;33666;PMN
WILLIAM APARECIDO DE SOUZA;WILLIAM SOUZA;Deputado Estadual;14772;PTB
WILLIANS ROCHA MONTEIRO;WILLIANS ROCHA - ZÉ BONITINHO;Deputado Estadual;36820;AGIR
WILSON ALVES DOS SANTOS;WILSON;Deputado Estadual;27541;DC
WILSON JOAQUIM DA SILVA;WILSON CABOCLO;Deputado Estadual;11122;PP
JOSÉ WILSON CARDOSO DE SOUZA;WILSON CARDOSO;Deputado Estadual;13234;PT
WILSON ALVES DA SILVA JUNIOR;WILSON JUNIOR;Deputado Estadual;70880;AVANTE
WILSON KELLER DE MATOS;WILSON MATOS;Deputado Estadual;12200;PDT
WILSON DE MELLO JUNIOR;WILSON MELLO;Deputado Estadual;30022;NOVO
WILSON DOS SANTOS JÚNIOR;WILSON SOS;Deputado Estadual;70192;AVANTE
WINNITU DIEGO DA SILVA TOZADORE;WINNITU TOZADORE;Deputado Estadual;12700;PDT
JURACILDE DE LIMA PINTO;WOLVERINE DO TICK TOK;Deputado Estadual;14851;PTB
JOEL XAVIER DA SILVA;XAVIER TELECOM;Deputado Estadual;36010;AGIR
YGOR FROES CARVALHO;YGOR FROES;Deputado Estadual;30020;NOVO
HUMBERTO YUDI WATANABE;YUDI WATANABE;Deputado Estadual;44550;UNIÃO
JOSE BENTO DE JESUS;ZÈ BENTO;Deputado Estadual;51250;PATRIOTA
JOSÉ CARLOS DE ALMEIDA;ZÉ CARLOS;Deputado Estadual;19002;PODE
JOSÉ CARLOS SILVA;ZÉ CARLOS PROJETOS;Deputado Estadual;50750;PSOL
JOSE GRACIANO;ZE MINHOCA DO VALE;Deputado Estadual;28010;PRTB
JOSÉ WALTER FIGUEIREDO SILVA;ZÉ WALTER VERDEAZUL;Deputado Estadual;19021;PODE
ZELINDA DRAGO;ZELINDA PASTORA;Deputado Estadual;51300;PATRIOTA
ZENIA PEREIRA DE ANDRADE SOUSA;ZENIA DA ENFERMAGEM;Deputado Estadual;70141;AVANTE
JOSÉ MENINO DE OLIVEIRA;ZEZINHO NARDELO;Deputado Estadual;18555;REDE
ZORAIDA MARIA LOBATO VIOTTI;ZORAIDA LOBATO;Deputado Estadual;15060;MDB
MARIA ADALZIRA RIBEIRO ORTIZ;ZURAH ORTIZ;Deputado Estadual;14114;PTB
ANTONIO CARLOS DE OLIVEIRA;A.C.;Deputado Federal;4017;PSB
ABNER JOAS TOFANELLI;ABNER TOFANELLI;Deputado Federal;1250;PDT
PAULO SERGIO ABOU ANNI;ABOU ANNI;Deputado Federal;4410;UNIÃO
ABRAHAM BRAGANÇA DE VASCONCELLOS WEINTRAUB;ABRAHAM WEINTRAUB;Deputado Federal;3501;PMB
ADALBERTO FELICIO MALUF FILHO;ADALBERTO MALUF;Deputado Federal;4344;PV
ADAMARIO MAXIMO DOS SANTOS FILHO;ADAMARIO MAXIMO;Deputado Federal;3008;NOVO
ADAUTO BENTIVEGNA FILHO;ADAUTO;Deputado Federal;7025;AVANTE
ADELAIDE CASTRO DE OLIVEIRA;ADELAIDE OLIVEIRA;Deputado Federal;1904;PODE
ADELSON DE SOUZA PENHA;ADELSON DE SOUZA PENHA;Deputado Federal;3606;AGIR
ADEMILSON DA CONCEIÇÃO CUNHA;ADEMILSON CUNHA;Deputado Federal;1095;REPUBLICANOS
ADEMIR DA PENHA CLEMENTE;ADEMIR CLEMENTE;Deputado Federal;2874;PRTB
ADEMIR RODRIGUES PEREIRA;ADEMIR PEREIRA;Deputado Federal;7036;AVANTE
ADÉRITO CÁSSIO DE ASSIS DUTRA;ADÉRITO DUTRA;Deputado Federal;5080;PSOL
ADEVAR CAMPANA;ADEVAR CAMPANA;Deputado Federal;5180;PATRIOTA
ADILSON BARROSO OLIVEIRA;ADILSON BARROSO;Deputado Federal;2251;PL
ADILSON DE BRITO FARIAS;ADILSON FARIAS;Deputado Federal;3004;NOVO
ADONIAS FERREIRA DOS SANTOS;ADO SANTOS;Deputado Federal;2804;PRTB
ADRIANA RAMOS AFONSO EL RIFAI;ADRIANA AFONSO;Deputado Federal;1422;PTB
ADRIANA ALVES DA SILVA RAMALHO;ADRIANA RAMALHO;Deputado Federal;5522;PSD
ADRIANA PIERIN;ADRIANA VEGANE PIERIN;Deputado Federal;7069;AVANTE
ADRIANA MIGUEL VENTURA;ADRIANA VENTURA;Deputado Federal;3030;NOVO
ADRIANA GLEDYS ZINK;ADRIANA ZINK;Deputado Federal;4544;PSDB
ADRIANO GUIMARÃES SIMÕES;ADRIANO GUIMARÃES;Deputado Federal;1145;PP
ADRIANO CESAR DA SILVEIRA ZAMBELLI;ADRIANO SOPÓ;Deputado Federal;1288;PDT
ADRILLES REIS JORGE;ADRILLES JORGE;Deputado Federal;1414;PTB
ROSINETE DA SILVA MOREIRA;ADVOGADA ROSE MOREIRA;Deputado Federal;1431;PTB
AGNALDO APARECIDO DE ARAUJO;AGNALDO ARAUJO;Deputado Federal;7034;AVANTE
AGNALDO CRUZ DE OLIVEIRA;AGNALDO OLIVEIRA;Deputado Federal;5517;PSD
AGNALDO JOSÉ DOS SANTOS;AGNALDO SANTOS;Deputado Federal;3536;PMB
AGOSTINHO FERREIRA GOMES;AGOSTINHO GOMES;Deputado Federal;5029;PSOL
AILTON ALCANTARA DOS SANTOS;AILTON ALCANTARA;Deputado Federal;2733;DC
AILTON BISPO DOS ANJOS;AILTON BISPO;Deputado Federal;2029;PSC
UBIRATAN ALAN DE CARVALHO;ALAN MARRA;Deputado Federal;7703;SOLIDARIEDADE
RAFAEL ALBANEZ;ALBANEZ CERATOCONE;Deputado Federal;1433;PTB
ALBERTINO FERREIRA DE OLIVEIRA;ALBERTINO OLIVEIRA SAPOPEMBA;Deputado Federal;5065;PSOL
ALBERTO PEREIRA MOURÃO;ALBERTO MOURÃO;Deputado Federal;1599;MDB
ALCIDES FERNANDES BARBOSA;ALCIDES FERNANDES;Deputado Federal;1525;MDB
ALENCAR SANTANA BRAGA;ALENCAR SANTANA;Deputado Federal;1358;PT
ALESSANDRA ESQUIVEL PRANDI;ALESSANDRA PRANDI;Deputado Federal;1524;MDB
ALESSANDRA RUDOLPHO STRINGHETA BARBOSA;ALESSANDRA STRINGHETA;Deputado Federal;5140;PATRIOTA
ALESSANDRA SOUZA VALIM;ALESSANDRA VALIN;Deputado Federal;1435;PTB
ALESSANDRA REGINA VERGILIO;ALESSANDRA VERGILIO;Deputado Federal;3056;NOVO
ALESSANDRO SONEGO DE ALMEIDA;ALESSANDRO ALMEIDA;Deputado Federal;1960;PODE
ALESSANDRO AZEVEDO DOS SANTOS;ALESSANDRO AZEVEDO;Deputado Federal;7075;AVANTE
ALESSANDRO RUIZ MARTINEZ;ALESSANDRO FATTIOLI;Deputado Federal;5586;PSD
ALEX MACEDO DE SOUZA;ALEX MACEDO;Deputado Federal;4432;UNIÃO
ALEX SPINELLI MANENTE;ALEX MANENTE;Deputado Federal;2323;CIDADANIA
ALEX DOS REIS;ALEX REIS;Deputado Federal;4413;UNIÃO
ALEXANDRE MARTINS RICCI;ALEXANDRE BOSCHINI;Deputado Federal;2873;PRTB
ALEXANDRE LEITE DA SILVA;ALEXANDRE LEITE;Deputado Federal;4425;UNIÃO
ALEXANDRE ROCHA SANTOS PADILHA;ALEXANDRE PADILHA;Deputado Federal;1354;PT
ALEXANDRE MENDES PINHEIRO;ALEXANDRE PINHEIRO;Deputado Federal;3041;NOVO
ALEXANDRE LUÍS NOBRE TERRERI;ALEXANDRE TERRERI -REDE ANIMAL;Deputado Federal;1880;REDE
ALEXIS JOSEPH STEVERLYNCK FONTEYNE;ALEXIS FONTEYNE;Deputado Federal;3000;NOVO
ALEXANDRE DONIZETE TEODORO;ALEXIS JUNNIOR RADIALISTA;Deputado Federal;2001;PSC
ALEXSANDRA RIBEIRO RODRIGUES DA SILVA;ALEXSANDRA RIBEIRO;Deputado Federal;4006;PSB
ALICE RIBEIRO CORDEIRO DE BARROS;ALICE RIBEIRO;Deputado Federal;5009;PSOL
ALINE CRISTINA DE SOUZA UBIDA;ALINE ASSISTENTE SOCIAL;Deputado Federal;7789;SOLIDARIEDADE
ALLAN ARONI;ALLAN ARONI;Deputado Federal;2846;PRTB
ALLAN SERGIO NASCIMENTO;ALLAN CARTEIRO;Deputado Federal;3650;AGIR
ALTAIR CAMPANA;ALTAIR CAMPANA;Deputado Federal;1471;PTB
ANTONIO EDUARDO ALTAVISTA;ALTAVISTA;Deputado Federal;2774;DC
ALUISIO LUNDGREN CORREA REGIS;ALUISIO LUNDGREN;Deputado Federal;9074;PROS
ALVARO EXPEDITO JERONYMO;ÁLVARO JERONYMO QAE QSE;Deputado Federal;5030;PSOL
AMANDA SANTOS DA SILVA;AMANDA SANTOS;Deputado Federal;5132;PATRIOTA
MARCIO ALVARES DE SOUZA;AMARELINHO;Deputado Federal;2088;PSC
ANA FLÁVIA DE FARIAS ZENAIDE;ANA FLAVIA;Deputado Federal;7097;AVANTE
ANA PAULA TAVARES DE OLIVEIRA GOFFI;ANA GOFFI;Deputado Federal;1513;MDB
ANA CLÁUDIA FERREIRA DE PAIVA;ANA PAIVA;Deputado Federal;1240;PDT
ANDERSON GOMES DE CAMPOS;ANDERSON AMEM;Deputado Federal;2886;PRTB
ANDERSON LUIZ BIANCHINI;ANDERSON BIANCHINI;Deputado Federal;9034;PROS
ANDERSON GONDIM SAMPAIO;ANDERSON SAMPAIO;Deputado Federal;1476;PTB
ANDERSON SEVERIANO GOMES;ANDERSON SEVERIANO;Deputado Federal;1805;REDE
CARLOS ANDRÉ FURTADO;ANDRÉ BOKINHA;Deputado Federal;7014;AVANTE
ANDRE EDUARDO RIBEIRO;ANDRE DO VIVA;Deputado Federal;5155;PATRIOTA
ANDRÉ LUIS DE MORAES;ANDRÉ GAETTA;Deputado Federal;1254;PDT
ANDRE LUIS RAMOS PEDROSO;ANDRE PEDROSO;Deputado Federal;1438;PTB
ANDRE HENRIQUE BUENO DE OLIVEIRA;ANDRE VILÃO;Deputado Federal;5113;PATRIOTA
ANDRÉA DE OLIVEIRA MORAES;ANDRÉA MORAES;Deputado Federal;3031;NOVO
ANDRÉA CRISTINA PRADELLA;ANDRÉA PRADELLA;Deputado Federal;9025;PROS
ANDRÉA REIS DUARTE;ANDRÉA REIS;Deputado Federal;7088;AVANTE
ANDRÉIA ALVES DO AMARAL;ANDRÉIA AMARAL;Deputado Federal;1041;REPUBLICANOS
ANDREIA APARECIDA GOMES DE SOUSA FERNANDES;ANDREIA DA FARMÁCIA;Deputado Federal;7773;SOLIDARIEDADE
ANDRÉIA ROSA DA SILVA TOFOLO;ANDREIA TOFOLLO;Deputado Federal;7707;SOLIDARIEDADE
ANDREIA VAZ TOSTES IRENTE;ANDREIA VAZ;Deputado Federal;1508;MDB
ANE CAROLINE SOLLAR PEREIRA;ANE SOLLAR;Deputado Federal;4002;PSB
ANETE MARIA PIZZIMENTI;ANETE PIZZIMENTI;Deputado Federal;2888;PRTB
ANGELA BARBOSA DOS SANTOS;ANGELA BARBOSA;Deputado Federal;7765;SOLIDARIEDADE
ANGELA ISABEL RODRIGUES;ANGELA RODRIGUES;Deputado Federal;2843;PRTB
FLAVIANE MENESES AQUINO;ANNE DO ACARAJE;Deputado Federal;1416;PTB
ANTONIO CARLOS RODRIGUES;ANTONIO CARLOS RODRIGUES;Deputado Federal;2211;PL
ANTONIO MARCOS DA SILVA POLYCENO;ANTONIO MARCOS POLYCENO;Deputado Federal;7094;AVANTE
ANTONIO CARLOS DA MOTTA;ANTONIO MOTTA;Deputado Federal;3012;NOVO
ANTONIO FERNANDES DOS SANTOS NETO;ANTONIO NETO;Deputado Federal;1200;PDT
ANTÔNIO OCILIO VASCONCELOS DA SILVA;ANTÔNIO OCILIO;Deputado Federal;5011;PSOL
JONATHAN CRISTIANO RODRIGUES DA SILVA SALES;ANUXA SALES;Deputado Federal;4557;PSDB
APARECIDO RUBENS DE ANDRADE;APARECIDO RUBENS DE ANDRADE;Deputado Federal;9065;PROS
MARCIO AUGUSTO DE MEDEIROS;APRESENTADOR MARCIO AUGUSTO;Deputado Federal;1444;PTB
ARIADNA THALIA DA SILVA ARANTES;ARIADNA ARANTES;Deputado Federal;4065;PSB
GRACIANO ARILSON DOS SANTOS;ARILSON;Deputado Federal;2045;PSC
ISABEL ALINE ROSA;ARLEQUINA COSPLAY;Deputado Federal;3553;PMB
ARLINDO CHIGNALIA JUNIOR;ARLINDO CHINAGLIA;Deputado Federal;1322;PT
ARMANDO FERREIRO RODRIGUES;ARMANDINHO FERREIRO;Deputado Federal;1562;MDB
ARMANDO INFANTI JUNIOR;ARMANDO INFANTI JR;Deputado Federal;5138;PATRIOTA
ARNALDO CALIL PEREIRA JARDIM;ARNALDO JARDIM;Deputado Federal;2345;CIDADANIA
ARNALDO SALVETTI PALACIO JUNIOR;ARNALDO SALVETTI;Deputado Federal;1587;MDB
FRANCISCO DE ASSIS CARVALHO ARTEN;ARTEN;Deputado Federal;1526;MDB
ARTHUR MARIO PINHEIRO MACHADO;ARTHUR P. MACHADO;Deputado Federal;1050;REPUBLICANOS
ARTHUR BRAGANCA DE VASCONCELLOS WEINTRAUB;ARTHUR WEINTRAUB;Deputado Federal;3502;PMB
ARTUR ROGÉRIO GUIMARÃES;ARTUR GUIMARÃES;Deputado Federal;3381;PMN
POLLYANNA DO VALLE ATAGIBA;ATAGIBA;Deputado Federal;1300;PT
